,pm2.5,datum_od,o3,pm10,co,no2
0,3.0,2023-03-08 15:00:00,92.0,7.0,0.3841990555757355,11.0
0,3.0,2023-03-08 16:00:00,46.37114427860696,6.0,0.2,12.0
0,3.0,2023-03-08 17:00:00,92.0,6.0,0.2,11.0
0,4.0,2023-03-08 18:00:00,90.0,6.0,0.2,12.0
0,5.0,2023-03-08 19:00:00,88.0,8.0,0.2,15.0
0,5.0,2023-03-08 20:00:00,92.0,8.0,0.2,11.0
0,5.0,2023-03-08 21:00:00,93.0,8.0,0.2,26.22096317280453
0,6.0,2023-03-08 22:00:00,77.0,9.0,0.2,20.0
0,7.0,2023-03-08 23:00:00,86.0,10.0,0.2,10.0
0,7.0,2023-03-09 00:00:00,90.0,9.0,0.2,5.0
0,8.0,2023-03-09 01:00:00,86.0,11.0,0.2,6.0
0,8.0,2023-03-09 02:00:00,82.0,11.0,0.2,6.0
0,6.0,2023-03-09 03:00:00,82.0,7.0,0.2,5.0
0,3.0,2023-03-09 04:00:00,79.0,4.0,0.2,6.0
0,24.457279962546817,2023-03-09 05:00:00,79.0,2.0,0.2,7.0
0,24.457279962546817,2023-03-09 06:00:00,69.0,29.09364970197157,0.2,15.0
0,2.0,2023-03-09 07:00:00,53.0,4.0,0.2,28.0
0,3.0,2023-03-09 08:00:00,35.0,4.0,0.3,46.0
0,3.0,2023-03-09 09:00:00,44.0,6.0,0.3,38.0
0,24.457279962546817,2023-03-09 10:00:00,74.0,4.0,0.2,12.0
0,3.0,2023-03-09 11:00:00,77.0,5.0,0.2,10.0
0,5.0,2023-03-09 12:00:00,75.0,8.0,0.2,11.0
0,5.0,2023-03-09 13:00:00,83.0,10.0,0.2,9.0
0,5.0,2023-03-09 14:00:00,88.0,8.0,0.2,9.0
0,6.0,2023-03-09 15:00:00,90.0,9.0,0.2,10.0
0,7.0,2023-03-09 16:00:00,46.37114427860696,11.0,0.3841990555757355,11.0
0,11.0,2023-03-09 17:00:00,92.0,15.0,0.2,15.0
0,15.0,2023-03-09 18:00:00,55.0,21.0,0.3,44.0
0,18.0,2023-03-09 19:00:00,34.0,30.0,0.4,63.0
0,25.0,2023-03-09 20:00:00,13.0,37.0,0.5,76.0
0,30.0,2023-03-09 21:00:00,5.0,44.0,0.6,80.0
0,33.0,2023-03-09 22:00:00,5.0,44.0,0.8,26.22096317280453
0,34.0,2023-03-09 23:00:00,5.0,44.0,0.8,68.0
0,35.0,2023-03-10 00:00:00,12.0,42.0,0.6,46.0
0,36.0,2023-03-10 01:00:00,6.0,42.0,0.6,44.0
0,35.0,2023-03-10 02:00:00,3.0,42.0,0.6,43.0
0,35.0,2023-03-10 03:00:00,3.0,41.0,0.6,41.0
0,27.0,2023-03-10 04:00:00,4.0,32.0,0.5,34.0
0,25.0,2023-03-10 05:00:00,2.0,33.0,0.5,33.0
0,23.0,2023-03-10 06:00:00,1.0,28.0,0.5,32.0
0,21.0,2023-03-10 07:00:00,2.0,29.0,0.5,37.0
0,23.0,2023-03-10 08:00:00,8.0,33.0,0.5,33.0
0,22.0,2023-03-10 09:00:00,20.0,33.0,0.4,30.0
0,23.0,2023-03-10 10:00:00,24.0,38.0,0.4,41.0
0,13.0,2023-03-10 11:00:00,38.0,22.0,0.3,31.0
0,10.0,2023-03-10 12:00:00,64.0,17.0,0.2,19.0
0,4.0,2023-03-10 13:00:00,77.0,9.0,0.2,14.0
0,5.0,2023-03-10 14:00:00,69.0,10.0,0.2,17.0
0,4.0,2023-03-10 15:00:00,77.0,8.0,0.2,13.0
0,4.0,2023-03-10 16:00:00,73.0,7.0,0.3841990555757355,15.0
0,4.0,2023-03-10 17:00:00,46.37114427860696,8.0,0.2,20.0
0,5.0,2023-03-10 18:00:00,66.0,8.0,0.2,22.0
0,6.0,2023-03-10 19:00:00,59.0,9.0,0.2,27.0
0,7.0,2023-03-10 20:00:00,62.0,10.0,0.2,22.0
0,8.0,2023-03-10 21:00:00,60.0,11.0,0.2,22.0
0,8.0,2023-03-10 22:00:00,66.0,10.0,0.2,26.22096317280453
0,14.0,2023-03-10 23:00:00,45.0,18.0,0.3,26.0
0,18.0,2023-03-11 00:00:00,32.0,22.0,0.3,30.0
0,17.0,2023-03-11 01:00:00,24.0,21.0,0.4,28.0
0,19.0,2023-03-11 02:00:00,22.0,22.0,0.4,26.0
0,19.0,2023-03-11 03:00:00,19.0,22.0,0.4,22.0
0,15.0,2023-03-11 04:00:00,31.0,17.0,0.3,15.0
0,10.0,2023-03-11 05:00:00,34.0,12.0,0.3,15.0
0,12.0,2023-03-11 06:00:00,17.0,14.0,0.3,24.0
0,15.0,2023-03-11 07:00:00,9.0,19.0,0.4,32.0
0,15.0,2023-03-11 08:00:00,14.0,19.0,0.3,28.0
0,11.0,2023-03-11 09:00:00,28.0,23.0,0.3,22.0
0,13.0,2023-03-11 10:00:00,30.0,24.0,0.3,24.0
0,9.0,2023-03-11 11:00:00,55.0,12.0,0.2,13.0
0,5.0,2023-03-11 12:00:00,78.0,8.0,0.2,9.0
0,3.0,2023-03-11 13:00:00,84.0,7.0,0.2,7.0
0,3.0,2023-03-11 14:00:00,84.0,6.0,0.2,6.0
0,4.0,2023-03-11 15:00:00,80.0,7.0,0.2,6.0
0,5.0,2023-03-11 16:00:00,77.0,8.0,0.2,6.0
0,5.0,2023-03-11 17:00:00,46.37114427860696,6.0,0.3841990555757355,9.0
0,5.0,2023-03-11 18:00:00,68.0,7.0,0.2,11.0
0,7.0,2023-03-11 19:00:00,60.0,10.0,0.3,16.0
0,8.0,2023-03-11 20:00:00,58.0,10.0,0.3,18.0
0,9.0,2023-03-11 21:00:00,57.0,12.0,0.3,19.0
0,5.0,2023-03-11 22:00:00,77.0,8.0,0.2,11.0
0,3.0,2023-03-11 23:00:00,80.0,6.0,0.2,26.22096317280453
0,3.0,2023-03-12 00:00:00,79.0,5.0,0.2,7.0
0,4.0,2023-03-12 01:00:00,78.0,6.0,0.2,6.0
0,4.0,2023-03-12 02:00:00,80.0,5.0,0.2,4.0
0,4.0,2023-03-12 03:00:00,78.0,5.0,0.2,5.0
0,3.0,2023-03-12 04:00:00,73.0,4.0,0.2,8.0
0,4.0,2023-03-12 05:00:00,74.0,4.0,0.2,5.0
0,4.0,2023-03-12 06:00:00,67.0,5.0,0.2,10.0
0,4.0,2023-03-12 07:00:00,64.0,7.0,0.2,13.0
0,3.0,2023-03-12 08:00:00,77.0,5.0,0.2,7.0
0,3.0,2023-03-12 09:00:00,83.0,4.0,0.2,4.0
0,4.0,2023-03-12 10:00:00,85.0,5.0,0.2,4.0
0,4.0,2023-03-12 11:00:00,86.0,6.0,0.2,6.0
0,5.0,2023-03-12 12:00:00,88.0,7.0,0.2,6.0
0,5.0,2023-03-12 13:00:00,90.0,6.0,0.2,6.0
0,5.0,2023-03-12 14:00:00,91.0,6.0,0.2,7.0
0,5.0,2023-03-12 15:00:00,91.0,7.0,0.2,9.0
0,5.0,2023-03-12 16:00:00,90.0,7.0,0.2,9.0
0,5.0,2023-03-12 17:00:00,89.0,6.0,0.3841990555757355,9.0
0,7.0,2023-03-12 18:00:00,46.37114427860696,10.0,0.3841990555757355,20.0
0,8.0,2023-03-12 19:00:00,57.0,11.0,0.3841990555757355,29.0
0,20.0,2023-03-12 20:00:00,18.0,26.0,0.3841990555757355,64.0
0,27.0,2023-03-12 21:00:00,9.0,35.0,0.3841990555757355,69.0
0,26.0,2023-03-12 22:00:00,16.0,31.0,0.3841990555757355,49.0
0,27.0,2023-03-12 23:00:00,8.0,32.0,0.3841990555757355,26.22096317280453
0,26.0,2023-03-13 00:00:00,10.0,31.0,0.3841990555757355,46.0
0,27.0,2023-03-13 01:00:00,10.0,31.0,0.3841990555757355,41.0
0,23.0,2023-03-13 02:00:00,22.0,25.0,0.3841990555757355,27.0
0,22.0,2023-03-13 03:00:00,14.0,26.0,0.3841990555757355,27.0
0,21.0,2023-03-13 04:00:00,7.0,25.0,0.3841990555757355,30.0
0,20.0,2023-03-13 05:00:00,8.0,24.0,0.3841990555757355,32.0
0,19.0,2023-03-13 06:00:00,3.0,25.0,0.3841990555757355,38.0
0,19.0,2023-03-13 07:00:00,12.0,27.0,0.3841990555757355,42.0
0,24.0,2023-03-13 08:00:00,5.0,42.0,0.3841990555757355,49.0
0,28.0,2023-03-13 09:00:00,10.0,48.0,0.3841990555757355,48.0
0,27.0,2023-03-13 10:00:00,26.0,45.0,0.3841990555757355,43.0
0,19.0,2023-03-13 11:00:00,47.0,29.0,0.3841990555757355,32.0
0,17.0,2023-03-13 12:00:00,73.0,25.0,0.3841990555757355,21.0
0,4.0,2023-03-13 13:00:00,98.0,8.0,0.2,7.0
0,4.0,2023-03-13 14:00:00,99.0,8.0,0.2,7.0
0,4.0,2023-03-13 15:00:00,99.0,8.0,0.2,8.0
0,4.0,2023-03-13 16:00:00,95.0,7.0,0.2,10.0
0,4.0,2023-03-13 17:00:00,94.0,7.0,0.2,10.0
0,4.0,2023-03-13 18:00:00,46.37114427860696,7.0,0.2,10.0
0,5.0,2023-03-13 19:00:00,90.0,7.0,0.2,11.0
0,6.0,2023-03-13 20:00:00,93.0,8.0,0.2,9.0
0,6.0,2023-03-13 21:00:00,90.0,8.0,0.2,9.0
0,6.0,2023-03-13 22:00:00,91.0,8.0,0.2,8.0
0,5.0,2023-03-13 23:00:00,94.0,7.0,0.2,4.0
0,4.0,2023-03-14 00:00:00,94.0,5.0,0.2,26.22096317280453
0,4.0,2023-03-14 01:00:00,93.0,6.0,0.2,4.0
0,4.0,2023-03-14 02:00:00,92.0,7.0,0.2,4.0
0,5.0,2023-03-14 03:00:00,88.0,6.0,0.2,4.0
0,5.0,2023-03-14 04:00:00,81.0,7.0,0.2,5.0
0,4.0,2023-03-14 05:00:00,79.0,7.0,0.2,6.0
0,4.0,2023-03-14 06:00:00,76.0,8.0,0.2,11.0
0,4.0,2023-03-14 07:00:00,79.0,8.0,0.2,10.0
0,4.0,2023-03-14 08:00:00,81.0,6.0,0.2,9.0
0,3.0,2023-03-14 09:00:00,79.0,5.0,0.2,10.0
0,3.0,2023-03-14 10:00:00,83.0,6.0,0.2,8.0
0,3.0,2023-03-14 11:00:00,86.0,6.0,0.2,10.0
0,3.0,2023-03-14 12:00:00,83.0,5.0,0.2,10.0
0,5.0,2023-03-14 13:00:00,68.0,9.0,0.3841990555757355,22.0
0,7.0,2023-03-14 14:00:00,48.0,12.0,0.3,33.0
0,7.0,2023-03-14 15:00:00,39.0,10.0,0.3,40.0
0,9.0,2023-03-14 16:00:00,26.0,12.0,0.3,49.0
0,12.0,2023-03-14 17:00:00,17.0,15.0,0.4,55.0
0,13.0,2023-03-14 18:00:00,33.0,16.0,0.3,35.0
0,9.0,2023-03-14 19:00:00,46.37114427860696,10.0,0.3,31.0
0,14.0,2023-03-14 20:00:00,28.0,15.0,0.4,38.0
0,22.0,2023-03-14 21:00:00,28.0,24.0,0.4,28.0
0,18.0,2023-03-14 22:00:00,34.0,19.0,0.3,20.0
0,15.0,2023-03-14 23:00:00,35.0,16.0,0.3,20.0
0,15.0,2023-03-15 00:00:00,30.0,16.0,0.3,26.22096317280453
0,15.0,2023-03-15 01:00:00,29.0,17.0,0.3,20.0
0,17.0,2023-03-15 02:00:00,26.0,19.0,0.3,20.0
0,15.0,2023-03-15 03:00:00,25.0,16.0,0.3,17.0
0,12.0,2023-03-15 04:00:00,30.0,13.0,0.3,14.0
0,5.0,2023-03-15 05:00:00,56.0,6.0,0.2,11.0
0,24.457279962546817,2023-03-15 06:00:00,65.0,2.0,0.2,18.0
0,24.457279962546817,2023-03-15 07:00:00,42.0,3.0,0.2,44.0
0,3.0,2023-03-15 08:00:00,40.0,5.0,0.2,43.0
0,24.457279962546817,2023-03-15 09:00:00,64.0,4.0,0.2,27.0
0,24.457279962546817,2023-03-15 10:00:00,69.0,5.0,0.2,22.0
0,2.0,2023-03-15 11:00:00,73.0,7.0,0.2,16.0
0,24.457279962546817,2023-03-15 12:00:00,81.0,6.0,0.2,11.0
0,24.457279962546817,2023-03-15 13:00:00,81.0,4.0,0.3841990555757355,11.0
0,24.457279962546817,2023-03-15 14:00:00,85.0,4.0,0.2,10.0
0,24.457279962546817,2023-03-15 15:00:00,89.0,2.0,0.2,8.0
0,24.457279962546817,2023-03-15 16:00:00,87.0,3.0,0.2,10.0
0,24.457279962546817,2023-03-15 17:00:00,88.0,2.0,0.2,11.0
0,24.457279962546817,2023-03-15 18:00:00,82.0,3.0,0.2,14.0
0,2.0,2023-03-15 19:00:00,46.37114427860696,4.0,0.2,16.0
0,3.0,2023-03-15 20:00:00,71.0,5.0,0.2,20.0
0,5.0,2023-03-15 21:00:00,41.0,10.0,0.3,43.0
0,11.0,2023-03-15 22:00:00,17.0,17.0,0.4,56.0
0,10.0,2023-03-15 23:00:00,31.0,15.0,0.4,37.0
0,11.0,2023-03-16 00:00:00,26.0,14.0,0.4,38.0
0,12.0,2023-03-16 01:00:00,28.0,15.0,0.4,26.22096317280453
0,13.0,2023-03-16 02:00:00,26.0,17.0,0.4,34.0
0,12.0,2023-03-16 03:00:00,29.0,15.0,0.4,26.0
0,12.0,2023-03-16 04:00:00,21.0,15.0,0.4,28.0
0,11.0,2023-03-16 05:00:00,14.0,15.0,0.4,32.0
0,13.0,2023-03-16 06:00:00,4.0,19.0,0.4,47.0
0,13.0,2023-03-16 07:00:00,9.0,23.0,0.4,47.0
0,17.0,2023-03-16 08:00:00,11.0,30.0,0.5,56.0
0,14.0,2023-03-16 09:00:00,40.0,24.0,0.3,38.0
0,6.0,2023-03-16 10:00:00,71.0,9.0,0.2,14.0
0,5.0,2023-03-16 11:00:00,78.0,8.0,0.2,26.22096317280453
0,4.0,2023-03-16 12:00:00,46.37114427860696,6.0,0.3841990555757355,8.0
0,3.0,2023-03-16 13:00:00,91.0,5.0,0.2,6.0
0,3.0,2023-03-16 14:00:00,91.0,5.0,0.2,8.0
0,3.0,2023-03-16 15:00:00,87.0,5.0,0.2,14.0
0,3.0,2023-03-16 16:00:00,93.0,5.0,0.2,11.0
0,3.0,2023-03-16 17:00:00,46.37114427860696,6.0,0.2,13.0
0,3.0,2023-03-16 18:00:00,82.0,6.0,0.2,13.0
0,5.0,2023-03-16 19:00:00,71.0,7.0,0.3,21.0
0,8.0,2023-03-16 20:00:00,44.0,14.0,0.3,41.0
0,15.0,2023-03-16 21:00:00,31.0,21.0,0.5,50.0
0,19.0,2023-03-16 22:00:00,21.0,27.0,0.5,52.0
0,18.0,2023-03-16 23:00:00,27.0,24.0,0.3841990555757355,26.22096317280453
0,21.0,2023-03-17 00:00:00,19.0,27.0,0.5,41.0
0,22.0,2023-03-17 01:00:00,14.0,28.0,0.5,42.0
0,24.0,2023-03-17 02:00:00,15.0,29.0,0.5,37.0
0,19.0,2023-03-17 03:00:00,18.0,22.0,0.5,29.0
0,18.0,2023-03-17 04:00:00,17.0,22.0,0.4,29.0
0,18.0,2023-03-17 05:00:00,11.0,23.0,0.4,36.0
0,16.0,2023-03-17 06:00:00,3.0,21.0,0.4,42.0
0,16.0,2023-03-17 07:00:00,10.0,24.0,0.4,45.0
0,19.0,2023-03-17 08:00:00,17.0,31.0,0.5,45.0
0,20.0,2023-03-17 09:00:00,36.0,30.0,0.4,35.0
0,24.457279962546817,2023-03-17 10:00:00,46.37114427860696,29.09364970197157,0.3841990555757355,26.22096317280453
0,24.457279962546817,2023-03-17 11:00:00,46.37114427860696,29.09364970197157,0.3841990555757355,26.22096317280453
0,11.0,2023-03-17 12:00:00,72.0,18.0,0.3,24.0
0,10.0,2023-03-17 13:00:00,85.0,15.0,0.2,20.0
0,9.0,2023-03-17 14:00:00,85.0,15.0,0.2,22.0
0,10.0,2023-03-17 15:00:00,79.0,18.0,0.3,28.0
0,9.0,2023-03-17 16:00:00,84.0,18.0,0.2,22.0
0,7.0,2023-03-17 17:00:00,46.37114427860696,13.0,0.2,17.0
0,6.0,2023-03-17 18:00:00,76.0,10.0,0.2,21.0
0,8.0,2023-03-17 19:00:00,57.0,13.0,0.3,35.0
0,16.0,2023-03-17 20:00:00,4.0,29.0,0.6,88.0
0,17.0,2023-03-17 21:00:00,37.0,25.0,0.4,50.0
0,24.0,2023-03-17 22:00:00,5.0,37.0,0.8,80.0
0,35.0,2023-03-17 23:00:00,5.0,50.0,0.8,72.0
0,30.0,2023-03-18 00:00:00,7.0,39.0,0.3841990555757355,26.22096317280453
0,30.0,2023-03-18 01:00:00,5.0,39.0,0.6,53.0
0,28.0,2023-03-18 02:00:00,9.0,37.0,0.6,43.0
0,25.0,2023-03-18 03:00:00,12.0,33.0,0.5,37.0
0,22.0,2023-03-18 04:00:00,15.0,30.0,0.5,31.0
0,23.0,2023-03-18 05:00:00,5.0,31.0,0.5,37.0
0,21.0,2023-03-18 06:00:00,10.0,28.0,0.5,34.0
0,21.0,2023-03-18 07:00:00,20.0,29.0,0.4,29.0
0,20.0,2023-03-18 08:00:00,35.0,28.0,0.4,23.0
0,25.0,2023-03-18 09:00:00,49.0,37.0,0.4,27.0
0,22.0,2023-03-18 10:00:00,73.0,33.0,0.3,20.0
0,20.0,2023-03-18 11:00:00,88.0,28.0,0.3,17.0
0,17.0,2023-03-18 12:00:00,104.0,24.0,0.2,13.0
0,9.0,2023-03-18 13:00:00,116.0,14.0,0.2,8.0
0,8.0,2023-03-18 14:00:00,118.0,12.0,0.2,8.0
0,8.0,2023-03-18 15:00:00,117.0,11.0,0.2,9.0
0,8.0,2023-03-18 16:00:00,117.0,10.0,0.2,9.0
0,8.0,2023-03-18 17:00:00,113.0,11.0,0.2,11.0
0,8.0,2023-03-18 18:00:00,46.37114427860696,11.0,0.2,13.0
0,10.0,2023-03-18 19:00:00,100.0,13.0,0.2,19.0
0,13.0,2023-03-18 20:00:00,99.0,17.0,0.3,20.0
0,11.0,2023-03-18 21:00:00,97.0,14.0,0.3,18.0
0,13.0,2023-03-18 22:00:00,75.0,17.0,0.3,31.0
0,16.0,2023-03-18 23:00:00,61.0,19.0,0.4,32.0
0,24.0,2023-03-19 00:00:00,44.0,29.0,0.3841990555757355,26.22096317280453
0,25.0,2023-03-19 01:00:00,31.0,31.0,0.5,37.0
0,29.0,2023-03-19 02:00:00,28.0,35.0,0.5,31.0
0,28.0,2023-03-19 03:00:00,32.0,35.0,0.5,24.0
0,23.0,2023-03-19 04:00:00,33.0,27.0,0.4,22.0
0,20.0,2023-03-19 05:00:00,29.0,24.0,0.4,23.0
0,19.0,2023-03-19 06:00:00,25.0,24.0,0.4,25.0
0,19.0,2023-03-19 07:00:00,33.0,25.0,0.4,18.0
0,20.0,2023-03-19 08:00:00,43.0,25.0,0.4,17.0
0,21.0,2023-03-19 09:00:00,47.0,26.0,0.4,21.0
0,20.0,2023-03-19 10:00:00,76.0,26.0,0.3,18.0
0,11.0,2023-03-19 11:00:00,114.0,16.0,0.2,7.0
